优选两房 满五红本 朝花园安静泳池 钥匙在手 随时可看|480|76|新锦安雅园三期|2室1厅
龙岗 横岗 地铁口 高楼层朝花园精装大三房 欢迎品鉴房主自荐|400|88|信义御城豪园|3室2厅
南向大两房，双阳台，客厅正出阳台，满五唯一，免个税|435|72|碧海富通城一期|2室2厅
大运新城 阳光天健城单证五房  精装修客厅看花园房主自荐|1060|165|阳光天健城|5室1厅
嘉洲豪园精装2+1房 业主诚心出售|428|80|嘉洲豪园|2室1厅
益田村 3室2厅 550万|550|75|益田村|3室2厅
高品质简约风格，高层看莲花山，婚房|395|52|城投青莲公寓|2室1厅
满五唯一  标准两房两厅 朝正南 地理位置优渥|245|72|万象天成|2室2厅
央企物业，满5年唯一， 客厅出阳台看高尔夫|530|88|招商果岭花园|3室2厅
阳台朝南，楼下地铁11号线，前海宝安48栋写字楼最近房|760|94|第五大道高发西岸花园三期|3室2厅
锦绣江南三期 电梯复试 位置安静 户型方正|520|93|锦绣江南三期|5室2厅
房子满五年唯一，红本在手，户型方正，通风效果好。|620|89|水木澜山居|4室2厅
保税区福保桂花苑南向精装两房，业主诚心出售|450|62|福保桂花苑|2室1厅
荷坳地铁口 独立阳台大单间  满五唯一  随时可看|128|35|森雅谷润筑园|1室0厅
双地铁 品质物业 车位充足 东南朝向 中间楼层|500|84|中信湾上六座|2室2厅
桃源村二期 3室2厅 465万|465|90|桃源村二期|3室2厅
荷坳地铁水晶之城电梯3房2卫 满五唯一红本在手 税费少房主自荐|365|100|水晶之城|3室2厅
满五唯一，红本在手，少税朝南，采光充足，视野宽阔|588|88|金海湾花园|2室2厅
保利城花园  小高层电梯  东西通透   双阳台|1060|115|保利城花园|3室2厅
花语岸  标准三房，此房满五唯一，没有个税。|340|74|花语岸|3室2厅
景新花园满五唯一，精装修，东临莲花山|505|77|景新花园|2室2厅
东乐花园 4室2厅 470万|470|126|东乐花园|4室2厅
万象汇，百鸽龙 可园朝南三房，满五年，红本在手房主自荐|360|69|佳兆业可园四期|2室1厅
高楼层 厅出阳台 朝南通透 红本在手  税费少|395|89|全盛紫云庭|4室2厅
视野好，满2年，可改小3房业主自住装修保养好|470|71|朗庭豪园|2室2厅
中海康城满五年且唯一住房，南向精装保养好，可自赎楼房主自荐|350|87|中海康城国际一期|3室2厅
地铁口  可改三房   配套齐全   急售房主自荐|262|70|东方明珠城|2室2厅
精装标准三房保养好犹如新房 满五年唯一住宅 品质居家|510|83|招商果岭花园|3室2厅
天然居南向三房 看小区花园 安静采光好 视野无遮挡|960|111|天然居|3室2厅
红树别院正规三房南北通透户型 诚心出售 我们主推房源|970|83|红树别院|3室1厅
罗湖区清水河，朝南户型，居家舒适，满五唯一|258|70|青湖山庄|3室2厅
万科物业，精装修三房，赠送面积大，看房方便|680|89|万科金域华府|3室2厅
地铁1号线西乡地铁口大益广场3房2厅东南朝向采光好|380|90|大益广场|3室2厅
鸿瑞花园 满五唯一 红本 南山站 园林式小区 看花园房主自荐|610|81|鸿瑞花园|2室2厅
水晶之城可改三房 满五唯一 欠款少  近荷坳地铁口|250|68|水晶之城|2室2厅
沐浴阳光的家  朝南精装二房 格局方正房主自荐|245|67|万科红三期|2室1厅
金港华庭   精装三房两卫  满五唯一    住家舒适|455|87|金港华庭|3室2厅
玉湖湾2+1房  精装西南看海看花园|540|82|玉湖湾|3室2厅
信义御城豪园 3室1厅 375万|375|88|信义御城豪园|3室1厅
深业4+2房南北通 进门入户保姆间主卧室送上下20平房间|1120|149|深业新岸线三期|5室2厅
精装两房 满5年费用少 装修保养好拎包入住|406|74|招商果岭花园|2室2厅
梅林雕塑家园 高楼层上复试 视野景观号|315|72|雕塑家园|2室1厅
布吉大世纪水山缘  温馨2房 可改3房  满5年税费少房主自荐|272|63|大世纪水山缘|2室2厅
龙珠花园 2室1厅 215万|215|59|龙珠花园|2室1厅
红树绿洲 2室2厅 420万|420|59|红树绿洲|2室2厅
汇鑫花园一期 精装大2房 地铁口物业 居家氛围良好房主自荐|310|65|汇鑫花园|2室1厅
找小段可以专车接送，满五唯一，带公园，游泳池登山道|368|68|雍翠华府|2室2厅
四达大厦 2室1厅 395万|395|68|四达大厦|2室1厅
此房满五唯一的，高楼层，东南户型，业主诚心卖|180|48|森雅谷润筑园|1室1厅
中海日辉台优质三房，看花园，位置安静|400|89|中海日辉台|3室2厅
壹方城旁 深业一期 通透大四房看海景 红本无个税|1000|148|深业新岸线一期|4室2厅
布吉地铁站 龙珠花园小两房 刚需可选|218|59|龙珠花园|2室1厅
龙岗万科隔壁风临域标准4房可改5房。房主自荐|499|113|风临域|4室2厅
润恒开发商 都之都物业 业主诚心出售 标准四房 朝正南|605|95|润恒尚园|4室2厅
龙岗大运中海康城静谧三房两卫，温馨舒适装修保养好|360|87|中海康城国际一期|3室2厅
新洲苑 3室2厅 560万|560|104|新洲苑|3室2厅
中楼层南北通透简装小四房，红本满五年交易简单|585|94|益田村|4室2厅
南海玫瑰花园二期 送50平花园 全海景4房有钥匙方便看|2222|223|南海玫瑰花园二期|4室2厅
名苑朝南标准两房，满五年红本，朝南看花园，安静舒适|450|65|书香门第名苑|2室2厅
满俩年，红本在手，看房方便！！！|420|58|花样年花乡|2室1厅
万象天成，万科里+区政府旁 居家三房满五唯一朝南诚售|323|88|万象天成|3室2厅
国贸朝南两房 红本在手满两年 税费低  近东门|198|50|东方皇宫|2室1厅
【随时可看】中海锦城 高使用率精装3房 看花园安静|670|89|中海锦城|3室2厅
满五年，高层，通风采光好，视野没遮挡，保养很好|419|74|招商果岭花园|2室2厅
中海园三房 南向 采光好 精装修 红本在手 地铁口物业|670|100|百仕达花园一期|3室2厅
布吉大芬桂芳园精装两房 满两年 业主诚心卖|300|71|桂芳园六期|2室1厅
（急售）小区房 安静住家 一房一厅 南向采光好 楼层佳|240|36|合正名园|1室1厅
满两年，东南向低价房源，安静，居住舒适|275|45|城市主场|1室0厅
莲花山旁近地铁 07年小区 凯旋豪庭南向两房 双阳台|500|66|凯旋豪庭|2室1厅
山海津 2室1厅 420万|420|72|山海津|2室1厅
龙珠花园 3室1厅 275万|275|83|龙珠花园|3室1厅
丽湖优质两房 户型方正 楼层恰好 位置安静 正朝南|228|56|丽湖花园二期|2室1厅
信义嘉御山两房可改三房，大主卧，客厅出阳台，有钥匙房主自荐|418|74|信义嘉御山|2室1厅
阳光天健城 4室1厅 1050万|1050|144|阳光天健城|4室1厅
满五年唯一，少税，户型方正，中间楼层正南向新上|315|74|馨园一期|2室1厅
有7平方露台 满五 通风采光好 诚心出售|430|53|金城华庭|2室1厅
圣莫丽斯花园洋房，适合居家，位置安静，采光视野好！|2600|216|圣莫丽斯花园C区|4室2厅
深中 龙岗区 万科翰邻城 三房一卫看房方便 业主诚售|410|74|万科翰邻城|3室2厅
振业城精装 大复试 视野开阔 无遮挡 安静 税少|1400|342|振业城|6室2厅
联城美园 2室1厅 350万|350|60|联城美园|2室1厅
此房南向采光充足，视野开阔，户型方正带双阳台|320|43|城投青莲公寓|1室1厅
大新地铁口，新德家园大两房，满五年唯一。|535|76|新德家园|2室1厅
景发花园 三房两厅两卫双阳台  中高层赏香蜜湖美景|540|92|景发花园|3室2厅
天然居东南三房 满五年唯一住房 看小区花园红本在手|890|99|天然居|3室2厅
中加名苑 满5年唯一 住家装修|330|76|中加名园|3室2厅
碧海西乡正规两房，高楼层，视野通风好|378|64|金港华庭|2室2厅
深业新岸线一期水岸复式两层送一层低税通透房主自荐|1408|161|深业新岸线一期|6室2厅
住家花园小区，购物公园旁，安静看平安大厦，固定车位|415|66|嘉洲华苑|2室2厅
双地铁物业03年楼盘 标准大三房双阳台装修保养好|515|93|时代骄子大厦|3室1厅
万科金域蓝湾三期 3室2厅 1190万|1190|158|万科金域蓝湾三期|3室2厅
丽湖花园电梯两房   房子满两年，楼层好，采光好|230|66|丽湖花园三期|2室1厅
唯一一套东南向2房在卖 看花园安静 满5年|390|70|黄金大厦|2室1厅
绿景花园 7号线沙尾站 满五唯一 红本 送私家花园|1100|207|绿景花园|5室2厅
润府一期 166平高品质大四房 看房有钥匙 满两年诚心卖|1450|166|华润城润府一期|4室2厅
南向精装一室 楼层佳视野好，满五唯一税少房主自荐|315|41|五洲星苑|1室0厅
万科翰邻城  南北通透四房  高楼层采光视野好|488|88|万科翰邻城|4室2厅
布吉颂雅苑 78平南向毛坯大两房可改3房 满五红本物业|250|78|颂雅苑|2室2厅
福田CBD正规3居室，高层红本满5年，税少，诚心卖|490|80|都市花园|3室2厅
花语岸花园三房 户型方正 装修保养好  高楼层  满五年|350|74|花语岸|3室2厅
绿景虹湾，地铁口小两房，户型方正，朝南，2015年新房|455|57|绿景虹湾|2室1厅
福田外国语 居家装修 高层通透四房改三房 随时看房|1060|135|天明居|3室1厅
梅林 碧华庭居55平两房，小区中间位置，看小区，安静房主自荐|340|54|碧华庭居|2室1厅
花语岸三房一厅 精装修 楼层好 采光好 精装修|365|80|花语岸|3室1厅
万科公园里二期 3室2厅 417万|417|87|万科公园里二期|3室2厅
卡罗经典小两房 楼下体育馆 逛街壹方城 安静看花园|385|54|卡罗社区|2室1厅
远洋3房 朝南看花园 高楼层采光视野都不错|330|80|远洋新干线一期|3室1厅
单本证四房，东南朝向，看园林位置安静|950|134|星河盛世|4室2厅
美丽湾国际公寓，两房，320万|320|43|美丽湾国际公寓|2室1厅
星海名城一期朝南三房 看花园安静 成熟社区 配套齐全|680|105|星海名城一期二组团|3室2厅
万象天成标准两房，客厅出阳台看花园，东南朝向|260|69|万象天成|2室1厅
星海名城五期两房出售   户型方正  采光通风佳|560|77|星海名城五期|2室1厅
中海塞纳时光 温馨两房 厅出阳台 双龙抱珠户型 满五年房主自荐|330|75|中海康城花园二期|2室2厅
厅出阳台 户型方正 畔山物业 环境舒适|320|66|碧岭华庭|2室1厅
源兴居，满五年，交通便利，配套齐全|300|58|源兴居|2室1厅
万象天成 两房 客厅出阳台南向 高楼层 景观房|245|77|万象天成|2室1厅
水贝地铁口 精装小两房 小区环境好适合住家 采光好房主自荐|268|51|雍翠华府|2室1厅
福田高铁站旁 精装方正两房高层视野开阔看高尔夫景观|390|70|华富大厦|2室1厅
红本在手 满两年税费少  高层朝南 户型方正|358|63|联城美园|2室1厅
桃源地铁口 高楼层朝南阳光好 满五年税费低 户型方正房主自荐|465|74|皇庭香格里花园|2室2厅
全新装修，全新家电，端头位置，看房方便。|280|53|宝田雅苑|2室1厅
优质三房，居住安静，保养好，有钥匙看房随时。|413|87|万科公园里一期|3室2厅
楼下3万平米华润，红本在手，满五唯一，税费少保养好|410|88|万科公园里一期|3室2厅
祥福雅居 精装两房一厅  客厅出阳台 笋岗地铁口|310|57|祥福雅居|2室1厅
龙岗优质大两房赠送多，采光通风性好，精装修|295|82|华浩源A区|2室1厅
书香门第上河坊 2室1厅 345万|345|51|书香门第上河坊|2室1厅
益田村 高层 朝北看花园大三房 看房方便有钥匙|660|103|益田村|3室2厅
整个小区就这一套，前后双花园！三房可改五房6米挑高|880|122|新锦安雅园三期|4室2厅
近南联地铁口 满两年 电梯小高层 业主诚心卖|232|66|叠翠新峰花园|2室1厅
国展苑 2室1厅 182万|182|48|国展苑|2室1厅
蔡屋围待拆迁物业、小高层、南北通户型红裙楼大3房|430|80|红群楼|3室2厅
金晖一房，居家装修，交通便利 ，出租方便|225|37|金晖大厦|1室0厅
四房改三房，厅阳台，电梯，高楼层，红本在手，带车位|1120|127|海月花园一期|3室2厅
曼海宁自住高品质精装三房诚意出售房主自荐|525|88|潜龙曼海宁花园南区|3室2厅
海尚国际，经典三房，户型方正，正海景！|580|95|海尚国际|3室2厅
满五唯一 花园大社区 生活氛围浓厚 高层看花园|520|83|嘉宝田花园|3室2厅
南联地铁口远洋新干线三房  满五唯一   业主自住装修|335|80|远洋新干线一期|3室2厅
南溪新苑 2室1厅 450万|450|78|南溪新苑|2室1厅
诺德假日花园 3室2厅 730万|730|78|诺德假日花园|3室2厅
中海康城花园二期 2室1厅 300万|300|72|中海康城花园二期|2室1厅
楼层高，通风采光好，视野开阔，可看高尔夫景|730|83|城中雅苑|2室2厅
朝南  有钥匙方便看房 满五年|460|89|佳兆业城市广场一期|3室2厅
南北通透采光好 ，安静舒适 ，精装修， 拎包入住|1980|167|中信红树湾南区|3室2厅
国展苑 2室1厅 268万|268|73|国展苑|2室1厅
房子满两年无增值税，深小未用，采光佳|386|64|东悦名轩|2室2厅
一期南北方正3房 中间位置 前后无遮挡 满五红本|445|98|万科四季花城一期|3室2厅
笋岗一房一厅，南向，卧室出阳台，满五年|170|36|时尚新居|1室1厅
地铁物业 满五年红本  带赠送28平 看小区花园 安静|360|83|英郡年华|3室2厅
山湖居两房，朝南，满五年唯一免个税|360|64|山湖居|2室1厅
万科二期全新精装3房 朝南看花园安静 楼层高采光好|436|87|万科天誉二期|3室2厅
旭景二期2+1房 满五年 高楼层|360|76|珠江旭景佳园|2室1厅
百合山庄 朝花园安静 满五年 红本 320万|320|79|百合山庄|2室1厅
地铁口精装实用小两房，位置好采光足，拎包入住。|338|44|城投青莲公寓|2室1厅
金海岸大厦 1室1厅 280万|280|43|金海岸大厦|1室1厅
花园小区 高楼层看海景 精装2+1房 客厅正出大阳台|510|82|碧海富通城四期|3室2厅
鸿翔花园东南大三房送入户花园 地铁9号线园岭站|1120|152|鸿翔花园|3室2厅
安静少有3房带露台 可以改4房 装修好 可直接入住|850|99|长福花园|3室2厅
精装三房 看花园 看山景 视野开阔  高楼层  看房方便|478|88|万科麓城三期|3室2厅
万科金域蓝湾一期 红本满五年唯一  看房方便|880|103|万科金域蓝湾一期|3室1厅
深圳市政府 福田高铁站旁 南向大三房双阳台 红本五年|596|110|东景花园|3室2厅
星桂园精装两房 厅出阳台 地铁口|336|55|星桂园|2室1厅
中海一期通透三房，满五年保养好，拎包入住安静看花园|355|86|中海康城国际一期|3室2厅
三房改两房，满五唯一，精装修，来福士商圈|560|79|现代城梦想家园|3室2厅
公园脚下南岭花园三房，中间楼层满5年红本，看房方便房主自荐|285|89|南岭花园|3室2厅
丽港湾 3房南向 户型方正 客厅出阳台|630|91|丽港湾|3室2厅
前海自贸区门口，心语家园正规2房诚售！|420|59|心语家园|2室2厅
万科麓城一期 3室2厅 450万|450|89|万科麓城一期|3室2厅
鹏都大厦 3室1厅 580万|580|124|鹏都大厦|3室1厅
中海康城 精装三房 两卧室朝南看花园  楼层视野好|350|89|中海康城国际一期|3室2厅
麓园 3室2厅 310万|310|88|麓园|3室2厅
愉园新村 3室1厅 286万|286|81|愉园新村|3室1厅
水榭春天一期精装修三房 满2年 位置安静 诚心出售|590|89|莱蒙水榭春天一期|3室2厅
横岗地铁站银信广场精装样板五房 南北通透 看人民公园|585|119|银信中心二期|5室1厅
前海2房小户型 精装修，卧室带阳台 电梯高层 采光好|395|46|星海名城五期|2室1厅
万科公园 南向看公园 中间楼层 精装修|570|122|万科公园里三期|4室2厅
三房自住优选  满五年红本  南北户型  中楼层采光好|355|87|滢水山庄二区|3室2厅
皇庭世纪  大三房  东南向  特安静  精装  看房有钥匙|815|105|皇庭世纪|3室2厅
华润城润府一期大四房 塘朗山高尔夫景观 二胎改善住房|1480|130|华润城润府一期|4室2厅
金地梅陇镇一期满五唯一红本，南北通透大三房|578|107|金地梅陇镇一期|3室1厅
缤纷世纪   精装修两房  爱联地铁站   业主诚心出售房主自荐|149|57|缤纷世纪|2室1厅
佳兆业城市广场三期 4室2厅 690万|690|122|佳兆业城市广场三期|4室2厅
合正荣悦大四房诚心出售有钥匙随时看房|980|85|合正荣悦|4室1厅
新洲低总价2房，13年新小区，东向采光好，住家氛围好|365|47|嘉葆润金座|2室1厅
香山里花园小高层 两梯两户 通透方正户型 高尔夫景观|1560|171|香山里|4室2厅
南光城市花园 2室1厅 360万|360|41|南光城市花园|2室1厅
欧景花园正规四房，满五年唯一，朝南看花园 诚信出售|378|103|欧景花园一期|4室2厅
精装修新房，东南向看小区花园，业主诚意出售|650|88|信义嘉御山5期|4室2厅
福园小区 3室2厅 318万|318|94|福园小区|3室2厅
东方海雅居优质三房 高层南向视野棒 通风采光好 红本|660|95|东方海雅居|3室2厅
绿景公馆1866精装三房出售看花园满五唯一|629|88|绿景公馆1866北区|3室2厅
满五唯一欠款少 可谈业主自己赎楼费用少业主诚心卖房新上|298|89|振业峦山谷|2室2厅
龙岗实验 高拓3+1房 南北通透户型 满五年 红本在手|430|95|锦绣东方|3室2厅
业主诚心出售 看海景 户型方正房主自荐|688|113|海语西湾|4室1厅
满五唯一，视野好，采光通透，业主诚心出售|395|71|万事达名苑|2室1厅
螺岭朝南两房，笋盘推荐，户型方正，满二，红本在手|488|70|凤凰印象|2室1厅
阳光里雅居 3室2厅 795万|795|82|阳光里雅居|3室2厅
合正锦湖魅力城高楼层，大三房双卫双阳台，通透|700|111|合正锦湖魅力城|3室2厅
业主诚心出售，满五唯一，税费少，赶紧看过来|440|75|福岗园|2室1厅
蜜园 2室1厅 450万|450|59|蜜园|2室1厅
南光城市花园 4室2厅 830万|830|87|南光城市花园|4室2厅
大运新城  乐城 满2 精装修房主自荐|240|51|THETOWN乐城|2室1厅
地铁口物业 满五年 唯一 南向通风采光好 交通购物便利|430|60|花好园|2室1厅
南北通透 采光好 税费少 花园里面安静 适合居家|335|88|荣超花园|3室1厅
中海康城国际一期 1室1厅 205万|205|48|中海康城国际一期|1室1厅
碧水龙庭2+1房，中间楼层，业主急卖|390|72|碧水龙庭|2室1厅
益田村精装三房朝南带车位 安静舒适 温馨宜居|659|99|益田村|3室2厅
艺丰花园A区 2室1厅 380万|380|70|艺丰花园A区|2室1厅
佳兆业城市广场一期 3室2厅 530万|530|88|佳兆业城市广场一期|3室2厅
半山御景 3室2厅 760万|760|102|半山御景|3室2厅
满五唯一红本在手，业主诚心出售，视野无遮挡采光充足|588|77|莱蒙水榭春天二期|3室2厅
高品质高追求 心仪三房 东南向看山景 配有天虹沃尔玛房主自荐|398|89|信义御城豪园|3室2厅
星河时代 3室1厅 480万|480|85|星河时代|3室1厅
壹城旁高层小区，满五红本交易快自住装修采光通风好！|380|80|新华城|2室1厅
御景湾两房  满五年 家庭唯一 朝南 送入户|530|76|御景湾|2室2厅
景新花园3+1房，南向好户型，满五年唯一，少个税|580|96|景新花园|4室2厅
绿景花园南向5房，满五唯一，带花园，带车位复式房！|1600|223|绿景花园|5室2厅
万科物业 公园小区 精装三居室  停车位充足 随时看房|400|88|万科公园里一期|3室2厅
众孚新村 3室2厅 635万房主自荐|635|96|众孚新村|3室2厅
信义嘉御山 4室1厅 635万|635|85|信义嘉御山|4室1厅
首地容御 4室2厅 1700万|1700|195|首地容御|4室2厅
玉雅居 3室1厅 378万|378|76|玉雅居|3室1厅
大运 中海康城 中间楼层 客厅出阳台 正南朝向 采光好|312|71|中海康城花园二期|2室2厅
百合山庄 2室2厅 330万|330|76|百合山庄|2室2厅
万科四季花城安静位置两房出售   满五年 户型方正|378|72|万科四季花城三期|2室2厅
佳兆业物业700米地铁口 正规两房 满五唯一红本在手房主自荐|312|73|桂芳园六期|2室1厅
锦绣江南四期电梯4房 通风采光好 视野景观好 看花园房主自荐|510|112|锦绣江南四期|4室2厅
高层大三房，赠送一层露台，花园社区，满五唯一房主自荐|920|116|碧海红树园|3室1厅
大芬地铁口一房一厅，满5年唯一，红本.190万房主自荐|190|47|中房怡芬花园|1室1厅
龙华365花园3房   税费低  采光通风好  业主急卖|415|99|美丽365花园|3室2厅
房子满5年，税费少，户型方正，带装修，通风性好|680|89|万科金域华府|3室2厅
梅林一村 南向三房背靠塘朗山安静看园景 通风采光佳|650|97|梅林一村十三区|3室2厅
布吉德福花园 标准楼梯小两房 实用面积高 户型好 诚卖|195|55|德福花园|2室2厅
蓝色海云居 3室1厅 850万|850|91|蓝色海云居|3室1厅
满五年，深圳唯一住住房，红本在手，交易手续快|550|118|金港华庭|3室2厅
住家大社区，带花园可做四房，业主自己在住看房方便.|410|75|碧海名园|3室2厅
3+1户型主卧送9平大露台，东南朝向通风采光好客厅宽敞|628|99|风临洲|4室1厅
佳华名苑 低总价精装两房 满五年 唯一住宅 税少|430|61|佳华名苑|2室2厅
5号线7号线太安站 红本满两年税费少 看花园泳池南北通|780|129|百仕达花园二期|3室2厅
星河雅居 3室2厅 540万|540|102|星河雅居|3室2厅
龙华区劲力城市明珠花园三房满五年唯一红本朝南带露台|395|99|劲力城市明珠|3室2厅
满五年唯一，精装修，税费少，诚心出售，看房方便。|580|147|东方御花园|4室2厅
碧华庭居大两房，中间楼层，大社区，诚心出售|500|85|碧华庭居|2室1厅
荔林春晓 3室2厅 1050万|1050|110|荔林春晓|3室2厅
绿景中城天邑，精致南向三房出售，户型方正车位1：1|770|98|绿景中城天邑花园|3室2厅
景发花园东南向    安静三房  红本在手 一手业主诚售|500|83|景发花园|3室2厅
优质南向大两房+品质小区+满五唯一，业主换房诚心出售|560|77|翰岭院|2室2厅
阳光棕榈园三房，满五唯一，唯一一套普宅三房|700|98|阳光棕榈园二期|3室2厅
大益广场 2室2厅 358万|358|65|大益广场|2室2厅
大运新城  花半里  正规两房 满五唯一 诚心出售|280|74|横岗花半里雅筑|2室1厅
满两年 红本无赎楼 看花园视野舒展 位置安静 价格独笋|610|89|绿景公馆1866南区|3室2厅
德福花园 3室1厅 190万|190|50|德福花园|3室1厅
丽湖钻石小两房，红本五年少税，看房方便|188|53|丽湖花园二期|2室1厅
三期经典两房，明厨明卫，安静，万科物业。|276|67|中海怡翠山庄三期|2室2厅
金海岸大厦 2室1厅 450万|450|64|金海岸大厦|2室1厅
绿景中城天邑花园 2室1厅 440万房主自荐|440|54|绿景中城天邑花园|2室1厅
南山区2004年花园社区  佳兆业物业新街口花园2房|358|60|新街口花园|2室1厅
壹方城 东南复式 端头位置 高楼层 视野好|310|31|富通好旺角一期|1室1厅
东方都会一房户型方正 精装修 高层视野好 双地铁物|182|34|京基东方都会|1室1厅
